IA category,Subcategory,Sub-subcategory,Page,Current URL,Final URL,Original backend source,New backend source,Platform specific,Version switcher,Classic or Samsara?,Samsara-related,New or existing?,Update/Needed for preview launch?,Deprecation path,Notes
Build a backend,More features,PubSub,Subscribe and unsubscribe,https://docs.amplify.aws/lib/pubsub/subunsub/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/more-features/pubsub/subscribe/,src/pages/lib/pubsub/subunsub/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/pubsub/subscribe/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,Update page and folder name
Build a backend,More features,PubSub,Publish,https://docs.amplify.aws/lib/pubsub/publish/q/platform/js/,https://docs.amplify.aws/javascript/build-a-backend/more-features/pubsub/publish/,src/pages/lib/pubsub/publish/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/pubsub/publish/index.mdx,JavaScript (web),v5,Classic,No,Existing,No,No,
Build a backend,Authentication,N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/auth/,N/a,src/pages/[platform]/build-a-backend/auth/index.mdx,React Native,No,Classic,No,New,Yes,No,New overview page which may be cards page for launch
Build a backend,Authentication,N/a,Set up Amplify Auth,https://docs.amplify.aws/lib/auth/getting-started/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/set-up-auth,src/pages/lib/auth/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/set-up-auth/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,"Enable sign-up, sign-in, and sign-out",https://docs.amplify.aws/lib/auth/emailpassword/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/enable-sign-up/,src/pages/lib/auth/emailpassword/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/enable-sign-up/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,Manage user session and credentials,N/a - No redirect - this will be a new page from section: https://docs.amplify.aws/lib/auth/manageusers/q/platform/js/#retrieve-current-session,https://docs.amplify.aws/react-native/build-a-backend/auth/manage-user-session/,src/pages/lib/auth/manage-session/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-user-session/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page ; page sections will go to new pages (x4) ; update folder name
Build a backend,Authentication,N/a,Add social provider sign-in,https://docs.amplify.aws/lib/auth/social/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/add-social-provider/,src/pages/lib/auth/social/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/add-social-provider/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,Manage user profiles,https://docs.amplify.aws/lib/auth/manageusers/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/manage-user-profile/,src/pages/lib/auth/manageusers/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-user-profile/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page ; page sections will go to new pages (x4) ; update folder name
Build a backend,Authentication,N/a,Set up password change and recovery,https://docs.amplify.aws/lib/auth/manageusers/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/password-management/,src/pages/lib/auth/password_management/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/password-management/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page ; page sections will go to new pages (x4) ; update folder name
Build a backend,Authentication,N/a,Manage MFA settings,https://docs.amplify.aws/lib/auth/mfa/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/manage-mfa/,src/pages/lib/auth/mfa/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-mfa/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,Set up custom authentication flows,https://docs.amplify.aws/lib/auth/switch-auth/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/custom-auth-flows/,src/pages/lib/auth/switch-auth/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/custom-auth-flows/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,Authentication,N/a,Advanced workflows,https://docs.amplify.aws/lib/auth/advanced/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/advanced-workflows/,src/pages/lib/auth/advanced/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/advanced-workflows/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,Authentication,N/a,Listen to auth events,https://docs.amplify.aws/lib/auth/auth-events/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/auth-events/,src/pages/lib/auth/auth-events/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/auth-events/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,Remember a device,https://docs.amplify.aws/lib/auth/device_features/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/manage-mfa/,src/pages/lib/auth/device_features/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/manage-mfa/index.mdx,React Native,No,Classic,No,Existing,No,No,This page is being added into the MFA Guide as part of the JTBD work.
Build a backend,Authentication,N/a,Delete user account,https://docs.amplify.aws/lib/auth/delete_user/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/delete-user-account/,src/pages/lib/auth/delete_user/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/delete-user-account/index.mdx,React Native,No,Classic,No,Existing,No,No,JS is prioritized JTBD for Samsara launch and will include update to RN page
Build a backend,Authentication,N/a,Under the hood,https://docs.amplify.aws/lib/auth/overview/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/auth/under-the-hood/,src/pages/lib/auth/overview/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/auth/under-the-hood/index.mdx,React Native,No,Classic,No,Existing,No,No,This page is not directly part of the new TOC and instead will provide content to those pages. This page may need to migrate until the new guides are complete ; update folder name
Build a backend,Authentication,N/a,Override Amplify-generated Cognito resources,https://docs.amplify.aws/cli/auth/override/,https://docs.amplify.aws/react-native/tools/cli/auth/override-cognito/,src/pages/cli/auth/override.mdx,src/pages/[platform]/tools/cli/auth/override-cognito/index.mdx,Platform agnostic,v2,Classic,"No, Yes",Existing,No,No,This will be a link to the CLI page from the build a backend menu ; update folder name
Build a backend,More features,Analytics,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/,N/a,src/pages/[platform]/build-a-backend/more-features/analytics/index.mdx,React Native,No,Classic,No,New,Yes,No,New overview page which may be cards page for launch 
Build a backend,More features,Analytics,Set up Amplify Analytics,https://docs.amplify.aws/lib/analytics/getting-started/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/set-up-analytics/,src/pages/lib/analytics/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/set-up-analytics/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page name
Build a backend,More features,Analytics,Record events,https://docs.amplify.aws/lib/analytics/record/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/record-events/,src/pages/lib/analytics/record/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/record-events/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,More features,Analytics,Update an endpoint,https://docs.amplify.aws/lib/analytics/update-endpoint/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/update-endpoint/,src/pages/lib/analytics/update-endpoint/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/update-endpoint/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,More features,Analytics,Automatically track sessions,https://docs.amplify.aws/lib/analytics/autotrack/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/auto-track-sessions/,src/pages/lib/analytics/autotrack/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/auto-track-sessions/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,More features,Analytics,Enable and disable analytics,https://docs.amplify.aws/lib/analytics/enable-disable/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/enable-disable/,src/pages/lib/analytics/enable-disable/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/enable-disable/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page name
Build a backend,More features,Analytics,Streaming analytics data,https://docs.amplify.aws/lib/analytics/streaming/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/streaming-data/,src/pages/lib/analytics/streaming/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/streaming-data/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,More features,Analytics,Create a custom analytics plugin,https://docs.amplify.aws/lib/analytics/create-custom-plugin/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/create-custom-plugin/,src/pages/lib/analytics/create-custom-plugin/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/create-custom-plugin/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,More features,Analytics,Use existing AWS resources,https://docs.amplify.aws/lib/analytics/existing-resources/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/analytics/existing-resources/,src/pages/lib/analytics/existing-resources/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/analytics/existing-resources/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,Data,N/a,Modify Amplify-generated AWS resources,N/a - No redirect needed ,https://docs.amplify.aws/gen2/build-a-backend/data/existing-resources/,N/a,src/pages/gen2/build-a-backend/data/existing-resources/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,
Build a backend,Data,N/a,Customize your client libraries,N/a - No redirect needed ,https://docs.amplify.aws/gen2/build-a-backend/data/customize-client-libraries/,N/a,src/pages/gen2/build-a-backend/data/customize-client-libraries/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,
Build a backend,Data,N/a,Working with caching and offline scenarios,N/a - No redirect needed ,https://docs.amplify.aws/gen2/build-a-backend/data/offline/,N/a,src/pages/gen2/build-a-backend/data/offline/index.mdx,JavaScript (web),No,Samsara,Yes,New,Yes,No,
Build a backend,API (GraphQL),N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/,N/a,src/pages/[platform]/prev/build-a-backend/graphqlapi/index.mdx,React Native,No,Classic,Yes,New,Yes,No,New overview page which may be cards page for launch
Build a backend,API (GraphQL),N/a,Set up Amplify Data,https://docs.amplify.aws/lib/graphqlapi/getting-started/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/set-up-data/,src/pages/lib/graphqlapi/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/set-up-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,API (GraphQL),N/a,"Create, update, and delete application data",https://docs.amplify.aws/lib/graphqlapi/mutate-data/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/mutate-data/,src/pages/lib/graphqlapi/mutate-data/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/mutate-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Updated title from JTBD change
Build a backend,API (GraphQL),N/a,Read application data,https://docs.amplify.aws/lib/graphqlapi/query-data/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/query-data/,src/pages/lib/graphqlapi/query-data/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/query-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Updated title from JTBD change
Build a backend,API (GraphQL),N/a,Subscribe to real-time events,https://docs.amplify.aws/lib/graphqlapi/subscribe-data/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/subscribe-data/,src/pages/lib/graphqlapi/subscribe-data/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/subscribe-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Updated title from JTBD change
Build a backend,API (GraphQL),N/a,Customize your data model,https://docs.amplify.aws/cli/graphql/data-modeling/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/data-modeling/,src/pages/cli/graphql/data-modeling.mdx,src/pages/[platform]/tools/cli/graphqlapi/data-modeling/index.mdx,Platform agnostic,v2,Classic,No,Existing,No,No,Link only - page in Tools/CLI ; updated based on JTBD TOC
Build a backend,API (GraphQL),N/a,Customize your auth rules,https://docs.amplify.aws/lib/graphqlapi/authz/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/customize-authz/,src/pages/lib/graphqlapi/authz/q/platform/[platform].mdx,src/pages/[platform]/prev/build-a-backend/graphqlapi/customize-authz/index.mdx,React Native,No,Classic,No,Existing,No,No,Updated title from JTBD change
Build a backend,API (GraphQL),N/a,Custom business logic,https://docs.amplify.aws/cli/graphql/custom-business-logic/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/custom-business-logic/,src/pages/cli/graphql/custom-business-logic.mdx,src/pages/[platform]/tools/cli/graphqlapi/custom-buisness-logic/index.mdx,Platform agnostic,v2,Classic,Yes,Existing,Yes,No,Deprioritized for JTBD for Samsara launch - will be  done for GA ; content will be split (x2) ; in the future:  Set up custom queries and mutations and Connect to data from server-side runtimes
Build a backend,API (GraphQL),N/a,Override Amplify-generated AppSync resources,https://docs.amplify.aws/cli/graphql/override/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/override-appsync/,src/pages/cli/graphql/override.mdx,src/pages/[platform]/tools/cli/graphqlapi/override-appsync/index.mdx,Platform agnostic,v2,Classic,No,Existing,No,No,Link only - page in Tools/CLI ; updated based on JTBD TOC
Build a backend,API (GraphQL),N/a,Working with caching and offline scenarios,https://docs.amplify.aws/lib/graphqlapi/offline/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/offline/,src/pages/lib/graphqlapi/offline/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/offline/index.mdx,React Native,No,Classic,No,Existing,No,No,Updated title from JTBD change
Build a backend,API (GraphQL),N/a,GraphQL from NodeJS,https://docs.amplify.aws/lib/graphqlapi/graphql-from-nodejs/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/graphql-from-nodejs/,src/pages/lib/graphqlapi/graphql-from-nodejs/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/garphql-from-nodejs/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,API (GraphQL),N/a,Use existing AWS resources,https://docs.amplify.aws/lib/graphqlapi/existing-resources/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/existing-resources/,src/pages/lib/graphqlapi/existing-resources/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/existing-resources/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,API (GraphQL),Best-practice examples,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/best-practice/,N/a,src/pages/[platform]/build-a-backend/graphqlapi/best-practice/index.mdx,React Native,No,Classic,No,New,Yes,No,May be cards page to start 
Build a backend,API (GraphQL),Best-practice examples,Use DeltaSync,https://docs.amplify.aws/lib/graphqlapi/advanced-workflows/q/platform/js/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/best-practice/deltasync/,src/pages/lib/graphqlapi/advanced-workflows/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/best-practice/deltasync/index.mdx,React Native,No,Classic,No,Existing,Yes,No,Based on new TOC; recommend separate out and become several pages and add in a new sub-subcategory ; update folder name
Build a backend,API (GraphQL),Best-practice examples,Create a blog,https://docs.amplify.aws/cli/graphql/examples-and-solutions/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/best-practice/create-blog/,src/pages/cli/graphql/examples-and-solutions.mdx,src/pages/[platform]/build-a-backend/graphqlapi/best-practice/create-blog/index.mdx,Platform agnostic,v2,Classic,No,Existing,Yes,No,Based on new TOC; recommend separate out and become several pages and add in a new sub-subcategory ; update folder name
Build a backend,API (GraphQL),Best-practice examples,Warehouse Management System,https://docs.amplify.aws/cli/graphql/examples-and-solutions/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/best-practice/wharehouse-management/,src/pages/cli/graphql/examples-and-solutions.mdx,src/pages/[platform]/build-a-backend/graphqlapi/best-practice/warehouse-management/index.mdx,Platform agnostic,v2,Classic,No,Existing,Yes,No,Based on new TOC; recommend separate out and become several pages and add in a new sub-subcategory ; update folder name
Build a backend,API (GraphQL),N/a,Build search and aggregate queries,https://docs.amplify.aws/cli/graphql/search-and-result-aggregations/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/search-and-result-aggregations/,src/pages/cli/graphql/search-and-result-aggregations.mdx,src/pages/[platform]/tools/cli/graphqlapi/search-and-result-aggregations/index.mdx,Platform agnostic,v2,Classic,"Yes, No",Existing,No,No,Deprioritized for JTBD for Samsara launch - will be  done for GA ; content will be split (x2) ; in the future:  Build and use search and Aggregate queries
Build a backend,API (GraphQL),N/a,Incorporate machine learning,https://docs.amplify.aws/cli/graphql/connect-to-machine-learning-services/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/connect-machine-learning-services/,src/pages/cli/graphql/connect-to-machine-learning-services.mdx,src/pages/[platform]/tools/cli/graphqlapi/connect-machine-learning-services/index.mdx,Platform agnostic,v2,Classic,Yes,Existing,No,No,Link only - Based on new new TOC
Build a backend,API (GraphQL),Additional references,Directives reference,https://docs.amplify.aws/cli/graphql/directives-reference/,https://docs.amplify.aws/react-native/tools/cli/graphqlapi/directives-reference/,src/pages/cli/graphql/directives-reference.mdx,src/pages/[platform]/tools/cli/graphqlapi/directives-reference/index.mdx,Platform agnostic,v2,Classic,No,Existing,No,No,Link only - Based on new new TOC
Build a backend,API (GraphQL),N/a,AppSync Concepts,https://docs.amplify.aws/lib/graphqlapi/concepts/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/appsync-concepts/,src/pages/lib/graphqlapi/concepts/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/appsync-concepts/index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,API (GraphQL),N/a,Cancel API requests,https://docs.amplify.aws/lib/graphqlapi/cancel-request/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/graphqlapi/cancel-request/,src/pages/lib/graphqlapi/cancel-request/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/graphqlapi/cancel-request/index.mdx,React Native,No,Classic,No,Existing,No,No,This page is being added into the query and mutate pages for JS but may not impact r-n before the migration.
Build a backend,API (Rest),N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/restapi/,N/a,src/pages/[platform]/build-a-backend/restapi/index.mdx,React Native,No,Classic,No,New,Yes,No,New overview page which may be cards page for launch
Build a backend,API (Rest),N/a,Set up Amplify REST API,https://docs.amplify.aws/lib/restapi/getting-started/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/set-up-rest-api/,src/pages/lib/restapi/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/set-up-rest-api/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,API (Rest),N/a,Fetch data,https://docs.amplify.aws/lib/restapi/fetch/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/fetch-data/,src/pages/lib/restapi/fetch/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/fetch-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,API (Rest),N/a,Update data,https://docs.amplify.aws/lib/restapi/update/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/update-data/,src/pages/lib/restapi/update/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/update-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,API (Rest),N/a,Delete data,https://docs.amplify.aws/lib/restapi/delete/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/delete-data/,src/pages/lib/restapi/delete/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/delete-data/index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,API (Rest),N/a,Cancel API requests,https://docs.amplify.aws/lib/restapi/cancel/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/cancel-api-requests/,src/pages/lib/restapi/cancel/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/cancel-api-requests/index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,API (Rest),N/a,Define authorization rules,https://docs.amplify.aws/lib/restapi/authz/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/restapi/customize-authz/,src/pages/lib/restapi/authz/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/restapi/customize-authz/index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,API (Rest),N/a,Override Amplify-generated API Gateway resources,https://docs.amplify.aws/cli/restapi/override/,https://docs.amplify.aws/react-native/tools/cli/restapi/override-api-gateway/,src/pages/cli/restapi/override.mdx,src/pages/[platform]/tools/cli/restapi/override-api-gateway/index.mdx,Platform agnostic,v2,Classic,No,Existing,No,No,Will be a link in the build a backend menu ; update folder name
Build a backend,DataStore,N/a,Overview,N/A - No redirect needed - example final URL -->,https://docs.amplify.aws/react-native/build-a-backend/datastore/,N/a,src/pages/[platform]/build-a-backend/datastore/Index.mdx,React Native,No,Classic,No,New,Yes,No,New overview page which may be cards page for launch
Build a backend,DataStore,N/a,Set up Amplify DataStore,https://docs.amplify.aws/lib/datastore/getting-started/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/set-up-datastore/,src/pages/lib/datastore/getting-started/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/set-up-datastore/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,DataStore,N/a,Manipulating data,https://docs.amplify.aws/lib/datastore/data-access/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/manipulate-data/,src/pages/lib/datastore/data-access/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/manipulate-data/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,DataStore,N/a,Relational models,https://docs.amplify.aws/lib/datastore/relational/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/relational-models/,src/pages/lib/datastore/relational/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/relational-models/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,DataStore,N/a,Syncing data to cloud,https://docs.amplify.aws/lib/datastore/sync/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/sync-to-cloud/,src/pages/lib/datastore/sync/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/sync-to-cloud/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,DataStore,N/a,Set up authorization rules,https://docs.amplify.aws/lib/datastore/setup-auth-rules/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/auth-rules-setup/,src/pages/lib/datastore/setup-auth-rules/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/auth-rules-setup/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,DataStore,N/a,Conflict resolution,https://docs.amplify.aws/lib/datastore/conflict/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/conflict-resolution/,src/pages/lib/datastore/conflict/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/conflict-resolution/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update folder name
Build a backend,DataStore,N/a,Observe in real-time,https://docs.amplify.aws/lib/datastore/real-time/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/real-time/,src/pages/lib/datastore/real-time/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/real-time/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page name
Build a backend,DataStore,N/a,DataStore events,https://docs.amplify.aws/lib/datastore/datastore-events/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/datastore-events/,src/pages/lib/datastore/datastore-events/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/datastore-events/Index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,DataStore,N/a,Additional DataStore methods,https://docs.amplify.aws/lib/datastore/other-methods/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/additional-methods/,src/pages/lib/datastore/other-methods/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/additional-methods/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,DataStore,N/a,Schema updates,https://docs.amplify.aws/lib/datastore/schema-updates/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/schema-updates/,src/pages/lib/datastore/schema-updates/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/schema-updates/Index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,DataStore,N/a,How it works,https://docs.amplify.aws/lib/datastore/how-it-works/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/how-it-works/,src/pages/lib/datastore/how-it-works/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/how-it-works/Index.mdx,React Native,No,Classic,No,Existing,No,No,
Build a backend,DataStore,N/a,Example application,https://docs.amplify.aws/lib/datastore/examples/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/example-application/,src/pages/lib/datastore/examples/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/example-application/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,DataStore,N/a,Customize primary keys,https://docs.amplify.aws/lib/datastore/advanced-workflows/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/datastore/customize-primary-keys/,src/pages/lib/datastore/advanced-workflows/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/datastore/customize-primary-keys/Index.mdx,React Native,No,Classic,No,Existing,No,No,Update page and folder name
Build a backend,More features,In-app Messaging,Overview,https://docs.amplify.aws/lib/in-app-messaging/overview/q/platform/react-native/,https://docs.amplify.aws/react-native/build-a-backend/more-features/in-app-messaging/,src/pages/lib/in-app-messaging/overview/q/platform/[platform].mdx,src/pages/[platform]/build-a-backend/more-features/in-app-messaging/index.mdx,React Native,No,Classic,No,New,Yes,No,This has an existing overview page! Look at integrating cards in existing page
